4.747692648791634537e-03,4.516323639246500737e-02,4.142895677220879806e-03,5.145321163474027293e-02,-2.386038258219226951e-02,9.981864143130847467e-01
4.482835373851897474e-03,4.589712878118315520e-02,1.125237587263299690e-03,5.292443885313748153e-02,-2.185375381685484425e-02,9.998445289243935719e-01
3.059517839613654089e-03,4.650671933137889846e-02,-1.786685564858846208e-03,4.485486007732496228e-02,-2.055342028417900258e-02,9.924698288399076418e-01
7.779133308877909394e-05,4.703749638874788613e-02,2.669897768962387324e-03,5.254116879695791553e-02,-2.004043689823281627e-02,9.969751179595132129e-01
1.098387856233771316e-03,4.666967295703221275e-02,1.532964972312213540e-03,5.142100007269889694e-02,-2.340352825429649342e-02,9.907870549341692978e-01
3.614442228030909088e-03,4.615898870092435130e-02,3.601005980168859276e-03,4.953072787936807497e-02,-2.486216970134620674e-02,9.896713727969670416e-01
2.861852231663174120e-03,4.502776986515803770e-02,4.183782313586016134e-03,5.466466194906116627e-02,-2.032982484418263680e-02,9.859660531985481313e-01
1.172638384663470283e-03,4.593102399835079230e-02,1.232434903383680116e-04,4.918364371032324378e-02,-1.955736872192553877e-02,9.859219658861633206e-01
-1.891487370839549191e-04,4.654489225417342974e-02,7.748975520701296060e-04,4.803009073750730273e-02,-2.118684407546224391e-02,9.834631490406646748e-01
-4.635277247021543884e-04,4.751662565946698780e-02,2.363779993565380240e-04,4.832982530658225251e-02,-2.241359520116423254e-02,9.802273238643657294e-01
-2.127989483369670446e-05,4.775930311032721559e-02,-5.015910570717106276e-05,4.824121412166038070e-02,-2.412094257786351337e-02,9.782304072627407976e-01
7.233244646734544609e-04,4.727983703654804054e-02,1.103648787226010767e-03,4.775400386027062183e-02,-2.187990595928773763e-02,9.747242309341395128e-01
1.370102917476283093e-03,4.695191802292734973e-02,3.649991856599319254e-03,5.355698137963482708e-02,-2.235104625599532158e-02,9.728615918449605715e-01
1.662932811486024206e-03,4.642976971820873822e-02,-3.070229419160018356e-05,4.699337597995656424e-02,-2.211356616043586021e-02,9.654632126780580137e-01
5.640601073965622551e-04,4.659671773677071666e-02,4.678178658970448371e-03,5.502999600329516738e-02,-2.024652297891765818e-02,9.666756999371699521e-01
8.343797502382967277e-04,4.659160699238670128e-02,5.255191557447701700e-04,5.192493844975487605e-02,-2.040542228798128410e-02,9.634688422241808325e-01
1.389353012723498542e-03,4.755664692059199949e-02,-3.703875450033935601e-04,4.680581349432788585e-02,-2.116518659544827652e-02,9.592845034959331940e-01
2.657955632349497024e-03,4.693550895021477570e-02,4.583641149137269652e-03,5.314637995611359855e-02,-1.760977535246749381e-02,9.543858525518462699e-01
2.083389074348865333e-03,4.660750395104814453e-02,2.237936120790693306e-04,4.766131909451676307e-02,-1.894253645285935705e-02,9.513555358308742882e-01
2.543422263945937633e-03,4.629717524970236586e-02,2.328864108392378340e-03,5.171302919094955541e-02,-1.875765749609287214e-02,9.503938535921214736e-01
5.131612565369278109e-03,4.618194911958350968e-02,5.222003496476173776e-03,5.444800858132836652e-02,-1.718600057179455604e-02,9.510979255899876250e-01
1.756272020528019300e-03,4.547227623349910097e-02,1.010013561029808040e-03,5.023649455710277323e-02,-1.152593242333173340e-02,9.511178387913687970e-01
4.649984406134078968e-04,4.354960933948237578e-02,4.370530533542880090e-03,5.150588209765949443e-02,-1.415962018833417935e-02,9.590868168608430722e-01
6.490561807565396876e-04,4.129560790135067966e-02,3.225755835370277148e-03,5.205566029697727970e-02,-1.679866204501742621e-02,9.621039169251837109e-01
3.269886201052319818e-03,3.875932216299784322e-02,1.791684247826106626e-03,4.441818268788999546e-02,-1.479382683518884467e-02,9.639756764399791678e-01
6.912546341246320145e-05,3.621865459686279126e-02,1.078555117340281293e-03,4.393134331712822416e-02,-1.173103307773715187e-02,9.760037088005582007e-01
-1.883045276455476424e-03,3.534042059706158506e-02,1.693822688106238648e-03,4.087859468384280603e-02,-1.265587545360549737e-02,9.862707320541943545e-01
4.310960483407980603e-04,3.462098471048807163e-02,6.337047945539465250e-04,4.106780016827293878e-02,-1.673991802519034233e-02,9.920134657896966246e-01
2.287391068482363173e-03,3.380126529468354540e-02,-2.253847072809237601e-03,3.547522172369887983e-02,-1.407906775130254862e-02,9.920516885596981638e-01
2.150630906291323401e-03,3.239336579179424858e-02,-6.517878196163431101e-05,3.536151185114455586e-02,-1.331881747230892477e-02,9.998802220131182139e-01
6.880550076174386060e-04,3.148530400126650641e-02,1.715619931341643822e-03,3.806976013216711863e-02,-1.325118552109261216e-02,1.014723753849843035e+00
-1.031387535521536333e-04,3.124559176661031654e-02,1.626381057242229930e-03,3.717095123504776666e-02,-1.280373544662061214e-02,1.026297326379825847e+00
-1.127975368871937580e-03,3.106296048825612707e-02,-1.279366794185849776e-03,3.393433606058593455e-02,-1.321963117339042260e-02,1.038709200427263113e+00
1.487302616721573249e-04,2.989267632486107551e-02,7.102810122692567894e-04,3.246542449409517417e-02,-1.255664048936627752e-02,1.052206269527264482e+00
8.612136085571405484e-04,2.775319384734989056e-02,2.797511999292273850e-03,3.535845518296554246e-02,-1.148628393553741134e-02,1.063589259539380549e+00
8.878750650377158736e-04,2.551058225262082049e-02,4.416268327448479893e-03,3.411383232559117573e-02,-1.106015855202696629e-02,1.077187468278882676e+00
5.792240072969537679e-04,2.298111617304099061e-02,4.519117610978313528e-03,3.350921147136887157e-02,-1.058754352134089194e-02,1.091795024273537251e+00
1.866615259977798854e-04,2.072746842422818619e-02,6.181974005884050861e-03,3.265825544928091517e-02,-1.116620230861897767e-02,1.103486903858197365e+00
-7.475479002879559373e-04,1.800096214346876694e-02,4.691038780233651798e-03,3.090647106327892857e-02,-1.182146247046256260e-02,1.115720540105321845e+00
2.397288546789727560e-04,1.583737964919502972e-02,3.477149180833572634e-03,2.670093064077150302e-02,-1.357186002000021485e-02,1.129058974025387130e+00
-6.906308879399643058e-04,1.463892067183002708e-02,2.725196580059604991e-03,2.406076935272594142e-02,-1.404288394378927496e-02,1.135028903962361113e+00
-1.099780989982643243e-03,1.350319560965585614e-02,3.804637231576879128e-04,1.903483092705116064e-02,-1.454978189039146663e-02,1.142349434500538052e+00
-5.494646657899708944e-05,1.248929712951556484e-02,2.288726489132331251e-05,1.631348495835638346e-02,-1.584739643824273347e-02,1.149276047027910863e+00
2.781416081405656618e-03,1.147024209407863753e-02,3.069771840297161065e-04,1.656467477027945279e-02,-1.565553190937829520e-02,1.161365873048310959e+00
3.772958415391115036e-03,1.036860094678446198e-02,8.329970344905653860e-04,1.640741410360391228e-02,-1.296623787015804830e-02,1.179825280348683947e+00
2.732207765168802403e-03,9.716364411032966247e-03,1.238619600701248991e-03,1.672763841180113786e-02,-9.609258294463352001e-03,1.203468628595167900e+00
1.249237088252064341e-03,7.691926024084651779e-03,-4.785340876927769455e-05,1.179636941048300969e-02,-7.930958866493309500e-03,1.227865151791256437e+00
